CustomerId,Surname,Age,Gender,Marital Status,Education Level,Account Balance Trend,Loan History,Frequency of Deposits/Withdrawals,Average Transaction Value,Account Activity,Use of Savings Products,Use of Loan Products,Use of Digital Banking,Participation in Group Lending,Tenure,Number of Complaints Logged,Response Time to Complaints,Customer Support Interactions,Repayment Timeliness,Overdue Loan Frequency,Penalties Paid,Exited
SMB15565868,Ibrahim,22,Male,Single,Primary,Increasing,Cleared,5,11364.902667307271,Dormant,1,1,USSD,0,9,2,8,6,Late,3,5867.772882231501,0
SMB15565869,Okonkwo,87,Female,Single,None,Decreasing,Active,2,20278.338982406152,Active,0,1,Both,0,9,2,4,5,Late,2,6622.500713806503,0
SMB15565870,Nwachukwu,43,Female,Married,Primary,Decreasing,Cleared,4,4142.62735963178,Dormant,1,0,USSD,1,3,4,3,2,Late,0,7414.9092598680845,0
SMB15565871,Chukwu,85,Male,Married,Primary,Increasing,Active,6,12087.209653163323,Active,0,1,Both,1,3,4,7,8,On-time,4,6009.573106720042,0
SMB15565872,Adebayo,36,Male,Married,Tertiary,Stable,Cleared,3,39852.211638152156,Active,0,1,USSD,1,7,0,14,3,On-time,4,1117.530037196628,0
SMB15565873,Chukwu,37,Female,Single,None,Decreasing,Active,3,40415.42589884489,Dormant,1,1,None,1,2,2,4,1,Late,1,7901.579705694478,0
SMB15565874,Adekunle,29,Male,Single,Primary,Stable,Active,5,11147.15641949781,Active,1,0,None,0,4,2,2,8,On-time,2,795.1718452462597,0
SMB15565875,Sule,64,Female,Married,Primary,Stable,Cleared,5,17459.778410227787,Active,0,1,USSD,1,4,1,1,2,On-time,2,199.9268621719208,1
SMB15565876,Onuoha,18,Male,Single,Secondary,Decreasing,Active,6,7577.682535593434,Active,0,1,USSD,0,1,0,14,5,Late,3,7696.581966118765,1
SMB15565877,Chukwu,31,Female,Single,Secondary,Stable,Cleared,2,4634.458883961197,Dormant,1,1,None,0,8,0,7,4,Late,1,5483.574244356758,0
SMB15565878,Adebayo,81,Male,Single,Secondary,Stable,Cleared,6,49616.41400797206,Active,0,1,USSD,1,3,4,11,1,Late,3,6985.914185865233,0
SMB15565879,Adekunle,55,Female,Married,Secondary,Stable,Cleared,4,33124.10361099712,Dormant,1,1,USSD,0,8,0,1,0,Late,1,3827.473242075987,0
SMB15565880,Olawale,54,Male,Divorced,Tertiary,Decreasing,Cleared,3,27562.728950717617,Active,1,0,None,1,8,1,13,8,On-time,2,110.92493524492485,1
SMB15565881,Abdullahi,28,Female,Married,Primary,Increasing,Cleared,4,38509.42651985968,Active,0,0,USSD,0,1,0,7,2,On-time,3,3310.1534913102537,0
SMB15565882,Sule,20,Male,Divorced,Secondary,Increasing,Active,2,42163.78082469848,Dormant,1,1,App,1,8,3,4,6,Late,1,6081.352329231427,1
SMB15565883,Onuoha,50,Female,Single,Tertiary,Stable,Cleared,6,40529.023634191646,Active,1,1,USSD,0,8,3,7,8,On-time,2,2257.0307047010974,0
SMB15565884,Abdullahi,23,Female,Married,Tertiary,Increasing,Cleared,8,1810.4330152039538,Dormant,1,1,App,0,1,1,4,8,Late,2,6878.043336329313,0
SMB15565885,Nwachukwu,67,Male,Single,Tertiary,Increasing,Cleared,5,10153.587011334426,Active,0,1,USSD,1,5,4,0,9,On-time,0,7944.01009891945,0
SMB15565886,Eze,27,Male,Married,Primary,Stable,Active,6,33090.359803773725,Active,1,1,USSD,0,8,2,11,5,On-time,3,4542.669983655592,1
SMB15565887,Sule,22,Male,Divorced,None,Stable,Cleared,5,19412.208042394184,Active,0,1,USSD,1,3,0,12,7,Late,0,8757.212980691675,0
SMB15565888,Sule,40,Female,Married,Primary,Stable,Cleared,5,49141.64990199424,Dormant,1,1,USSD,1,1,4,10,8,On-time,2,8548.165645691179,1
SMB15565889,Olawale,27,Female,Single,Secondary,Decreasing,Cleared,6,33604.83483927445,Active,1,1,USSD,1,6,4,13,2,Late,3,8780.579527918337,1
SMB15565890,Olawale,61,Male,Married,Primary,Increasing,Defaulted,4,47870.89652773112,Dormant,0,1,USSD,1,8,0,10,5,On-time,3,6610.37032656835,1
SMB15565891,Yusuf,19,Male,Single,Primary,Decreasing,Active,4,10870.877600643897,Active,1,1,USSD,0,5,2,1,4,Late,4,3047.889996735799,0
SMB15565892,Adesina,30,Male,Married,Tertiary,Stable,Active,5,43333.89437763613,Active,1,0,None,1,3,0,13,6,On-time,1,4812.51282371572,0
SMB15565893,Chukwu,57,Female,Married,Primary,Increasing,Cleared,5,16746.262984946043,Active,1,0,App,0,0,2,5,6,On-time,4,7105.1064953109135,0
SMB15565894,Sule,19,Male,Married,Tertiary,Increasing,Cleared,4,49488.67560365253,Dormant,1,1,USSD,0,3,1,2,8,On-time,4,2105.636532625728,0
SMB15565895,Abdullahi,82,Female,Married,Primary,Increasing,Defaulted,4,8726.744931584217,Dormant,0,1,USSD,0,2,2,7,0,On-time,2,7388.435092545264,1
SMB15565896,Adebayo,80,Male,Married,Primary,Decreasing,Active,7,26300.651123078,Dormant,0,1,USSD,1,6,4,4,5,Late,1,5480.886170930403,0
SMB15565897,Bello,90,Female,Single,Primary,Stable,Defaulted,5,39849.382158018976,Active,0,1,App,1,9,1,2,4,On-time,4,960.1744028356329,0
SMB15565898,Adesina,34,Male,Married,Secondary,Stable,Defaulted,4,22199.481549597756,Active,0,0,USSD,1,4,3,11,3,On-time,4,5572.863270001672,0
SMB15565899,Bello,26,Male,Single,None,Increasing,Cleared,3,23936.11894919469,Active,1,0,USSD,1,2,1,9,9,On-time,3,667.761382124833,1
SMB15565900,Onuoha,32,Female,Married,None,Increasing,Cleared,9,49331.43397978131,Dormant,1,1,Both,1,1,2,6,0,On-time,2,143.07285046622042,0
SMB15565901,Adekunle,41,Female,Married,Tertiary,Increasing,Active,6,21840.099364756512,Active,1,1,App,1,1,1,13,3,On-time,4,8896.276699072845,0
SMB15565902,Abdullahi,55,Female,Married,None,Stable,Defaulted,6,30599.532929354114,Active,1,1,None,0,4,1,7,9,On-time,1,4899.1611160449465,1
SMB15565903,Abdullahi,52,Male,Married,Secondary,Increasing,Active,4,3672.4433730823844,Active,1,0,None,1,7,3,3,6,On-time,0,5432.896550403248,0
SMB15565904,Adesina,66,Male,Married,Secondary,Stable,Cleared,7,42268.29393030274,Active,1,1,App,1,7,2,12,3,Late,0,2799.377716302669,1
SMB15565905,Sule,86,Female,Single,Primary,Stable,Active,6,32760.234399997633,Active,1,1,App,0,4,4,12,0,On-time,2,5427.447194574935,0
SMB15565906,Nwachukwu,79,Female,Married,Secondary,Increasing,Defaulted,6,20796.985040277865,Dormant,0,1,USSD,1,1,1,10,9,Late,0,1688.6869214973276,0
SMB15565907,Adesina,77,Male,Single,Primary,Increasing,Active,2,1792.3074577714679,Active,1,1,USSD,0,3,0,8,0,On-time,3,7456.457973845251,0
SMB15565908,Bello,67,Male,Married,Secondary,Stable,Cleared,6,29991.77220908169,Dormant,0,0,USSD,1,6,4,5,0,On-time,3,8233.491604038856,0
SMB15565909,Adesina,26,Male,Single,Primary,Stable,Cleared,4,1620.2335957239475,Dormant,0,1,USSD,1,5,1,13,9,On-time,1,8558.757799192603,0
SMB15565910,Abdullahi,51,Female,Single,Secondary,Stable,Cleared,7,1058.9770815418776,Active,0,1,USSD,1,9,4,0,4,On-time,2,1066.5271742793004,0
SMB15565911,Nwachukwu,52,Male,Married,None,Stable,Active,8,31188.82954531838,Active,1,1,None,1,6,0,4,6,On-time,2,5577.544003447929,1
SMB15565912,Chukwu,18,Male,Single,Secondary,Increasing,Active,6,10261.836299393159,Active,1,1,Both,1,4,4,4,8,Late,0,8087.509698440328,1
SMB15565913,Okonkwo,57,Male,Married,None,Decreasing,Active,3,10402.48993618667,Dormant,1,0,App,1,1,4,6,7,On-time,4,1282.164882123883,0
SMB15565914,Yusuf,81,Male,Single,Primary,Stable,Cleared,4,33010.30672580445,Active,1,1,USSD,0,7,0,6,1,Late,4,995.2240817407665,0
SMB15565915,Okafor,39,Male,Single,Primary,Increasing,Active,5,3631.16220902934,Active,0,1,USSD,0,1,0,5,8,On-time,4,8169.419986700209,0
SMB15565916,Olawale,77,Male,Married,None,Decreasing,Defaulted,3,16356.872512253261,Active,1,0,None,1,7,0,14,3,On-time,1,7967.360388912227,0
SMB15565917,Adesina,81,Male,Single,Tertiary,Decreasing,Cleared,5,8322.163204958935,Active,1,0,USSD,1,6,3,14,9,On-time,2,4486.931369634679,0
SMB15565918,Onuoha,89,Female,Single,Primary,Stable,Cleared,8,29428.64212003016,Active,0,1,USSD,1,2,0,7,4,Late,0,1097.1116886006482,1
SMB15565919,Eze,28,Male,Married,Tertiary,Decreasing,Defaulted,8,33426.49258164239,Active,1,0,USSD,0,3,4,1,4,On-time,1,5161.231573169517,0
SMB15565920,Adekunle,31,Male,Single,Tertiary,Stable,Defaulted,5,36335.65682635313,Dormant,0,1,USSD,1,6,0,13,3,Late,3,3948.032000046662,0
SMB15565921,Okonkwo,77,Female,Married,Secondary,Stable,Active,5,13506.329629009706,Dormant,1,1,USSD,1,3,1,12,5,On-time,3,5185.474310440127,0
SMB15565922,Yusuf,47,Female,Single,None,Stable,Cleared,8,5373.237830192616,Active,0,1,App,0,8,0,12,0,On-time,3,4398.952020255826,0
SMB15565923,Yusuf,52,Male,Single,Primary,Stable,Cleared,5,4855.499190152994,Active,0,1,None,1,6,0,6,1,On-time,2,5685.1441339088915,0
SMB15565924,Yusuf,54,Male,Married,Secondary,Stable,Active,4,21881.425874085464,Dormant,1,0,USSD,1,0,2,9,3,Late,3,7271.2971851329385,0
SMB15565925,Yusuf,22,Male,Single,Primary,Stable,Defaulted,3,47346.37604407304,Active,0,0,App,1,0,4,14,3,Late,4,7748.599036508585,0
SMB15565926,Bello,43,Female,Single,None,Stable,Cleared,7,11668.722678104206,Dormant,0,1,USSD,1,3,4,6,7,On-time,3,6489.821982378441,0
SMB15565927,Onuoha,79,Female,Single,Secondary,Decreasing,Cleared,4,13580.338465735917,Active,1,1,USSD,0,8,1,3,8,Late,1,1989.4061504639271,0
SMB15565928,Onuoha,21,Female,Single,Tertiary,Decreasing,Active,4,5943.551303187088,Dormant,0,1,USSD,1,3,3,11,3,On-time,3,3971.230256051191,0
SMB15565929,Nwachukwu,59,Female,Married,Secondary,Stable,Defaulted,5,30672.94342080258,Active,1,1,Both,1,4,2,9,5,Late,4,712.2402873572164,1
SMB15565930,Olawale,35,Female,Single,None,Decreasing,Active,3,34313.77082341157,Active,1,0,None,0,0,1,1,3,Late,3,4516.737280751715,0
SMB15565931,Abdullahi,57,Male,Married,Secondary,Decreasing,Active,5,32503.62919987724,Dormant,1,0,USSD,1,1,1,3,3,Late,0,9703.394127248512,0
SMB15565932,Yusuf,89,Male,Married,Primary,Increasing,Cleared,4,43195.38190919428,Active,1,1,None,1,3,4,3,8,Late,4,6417.307075910107,0
SMB15565933,Eze,56,Female,Married,Primary,Stable,Cleared,6,24834.865916277515,Active,0,1,None,0,3,2,11,3,On-time,2,1546.125146634969,0
SMB15565934,Abdullahi,31,Female,Divorced,Tertiary,Increasing,Cleared,5,7588.394997586158,Active,0,1,USSD,0,9,4,11,5,On-time,3,2685.776597754326,0
SMB15565935,Onuoha,49,Male,Single,Primary,Decreasing,Active,5,15180.85140451622,Dormant,1,0,None,0,5,3,5,8,On-time,1,645.7364630254681,0
SMB15565936,Adebayo,68,Female,Divorced,Primary,Increasing,Cleared,2,33459.06869764624,Active,1,0,Both,1,5,4,13,2,On-time,3,1824.1389015196596,0
SMB15565937,Adebayo,55,Male,Single,None,Stable,Defaulted,5,31042.976713336433,Dormant,0,1,Both,1,7,0,6,6,On-time,1,4878.416434777778,1
SMB15565938,Eze,40,Male,Married,Tertiary,Increasing,Active,3,27019.15335740516,Active,1,1,USSD,0,8,4,2,6,On-time,0,3448.563814286327,0
SMB15565939,Nwachukwu,80,Male,Married,Secondary,Increasing,Defaulted,3,34465.25651574567,Active,1,1,USSD,0,0,0,14,0,On-time,2,2039.6231730876668,0
SMB15565940,Onuoha,32,Male,Single,Secondary,Increasing,Active,5,32232.151668291666,Dormant,1,1,USSD,0,0,1,9,1,On-time,4,1465.9841356285608,0
SMB15565941,Eze,42,Female,Married,Secondary,Stable,Cleared,4,44184.919583782634,Active,1,1,App,1,5,3,0,4,On-time,4,6560.71116977206,0
SMB15565942,Bello,34,Male,Married,None,Stable,Defaulted,3,29714.802496436532,Active,0,1,USSD,1,3,0,2,7,On-time,2,5581.023768728512,0
SMB15565943,Adesina,83,Female,Single,Primary,Decreasing,Active,4,39151.466576327264,Active,1,1,None,1,3,3,8,5,Late,0,8426.403122148678,1
SMB15565944,Eze,70,Female,Single,Primary,Decreasing,Active,2,13186.650642356924,Active,0,0,App,1,0,4,0,6,On-time,0,1832.5288572775344,0
SMB15565945,Chukwu,68,Female,Married,None,Stable,Active,6,34230.94664486433,Dormant,1,1,App,1,8,4,12,2,Late,3,8479.854599282462,1
SMB15565946,Abdullahi,56,Male,Married,Primary,Decreasing,Active,7,45207.51180075111,Active,1,0,USSD,0,2,1,7,5,On-time,0,5779.111725598561,0
SMB15565947,Okonkwo,68,Male,Divorced,Tertiary,Stable,Defaulted,3,19900.88406709183,Active,1,0,Both,1,4,4,1,8,On-time,3,2662.231939797156,0
SMB15565948,Ibrahim,87,Male,Married,None,Increasing,Cleared,5,39176.10517959369,Active,0,0,Both,1,9,0,5,2,On-time,1,2735.531405685112,0
SMB15565949,Nwachukwu,23,Female,Divorced,Primary,Increasing,Active,4,36514.67575857633,Active,1,1,USSD,1,0,1,2,5,On-time,2,3903.803901438524,0
SMB15565950,Eze,84,Female,Married,Primary,Decreasing,Active,6,3916.7836467193015,Active,1,1,USSD,1,7,3,6,6,On-time,1,4601.272166667943,0
SMB15565951,Onuoha,24,Male,Single,Primary,Decreasing,Defaulted,6,29493.907171579544,Dormant,1,0,Both,1,2,1,1,4,On-time,1,825.0508473688267,0
SMB15565952,Adekunle,68,Female,Single,Tertiary,Stable,Cleared,2,7379.2781108393165,Dormant,1,1,USSD,1,0,3,3,9,On-time,1,8419.99165666328,0
SMB15565953,Adebayo,89,Male,Married,Primary,Decreasing,Active,2,48398.63943929897,Active,0,1,USSD,1,9,2,9,7,On-time,1,1215.4106932419406,0
SMB15565954,Chukwu,59,Female,Married,Primary,Stable,Active,5,40758.967632332155,Active,1,1,None,1,5,0,8,7,Late,4,4834.598430298816,1
SMB15565955,Olawale,81,Male,Single,Secondary,Increasing,Defaulted,2,6376.466261108885,Dormant,1,1,App,1,0,0,5,5,On-time,0,3829.6823319092177,1
SMB15565956,Yusuf,32,Female,Single,None,Increasing,Active,7,6965.847884736242,Active,1,0,App,0,2,3,3,6,On-time,2,5122.870843119428,0
SMB15565957,Ibrahim,46,Male,Divorced,Primary,Increasing,Active,4,30129.21889071833,Active,0,0,None,0,4,4,1,2,On-time,2,8874.825170681721,0
SMB15565958,Sule,50,Female,Married,Primary,Stable,Cleared,5,17899.56953448598,Dormant,0,1,Both,1,3,4,9,6,On-time,1,9890.883398561062,0
SMB15565959,Nwachukwu,44,Female,Married,Secondary,Decreasing,Cleared,7,2710.3870945823546,Active,1,1,App,0,6,2,13,6,Late,2,202.7137268275836,0
SMB15565960,Okonkwo,53,Female,Married,Tertiary,Stable,Defaulted,5,27540.4338838196,Active,1,1,App,0,5,3,8,3,On-time,3,3932.3943172519416,0
SMB15565961,Ibrahim,46,Male,Single,Secondary,Stable,Cleared,7,20004.4098846065,Dormant,0,1,None,0,2,2,14,9,On-time,2,8176.105309172435,0
SMB15565962,Eze,55,Male,Single,Primary,Increasing,Cleared,1,5952.74812621539,Dormant,0,1,USSD,1,7,3,3,3,On-time,1,3266.0288026197704,0
SMB15565963,Bello,74,Male,Single,Tertiary,Stable,Active,3,40294.099220543154,Active,1,1,USSD,1,7,2,8,2,On-time,2,6490.361759185217,0
SMB15565964,Adebayo,44,Male,Single,None,Decreasing,Active,4,45838.76149866149,Active,0,1,USSD,0,1,3,13,9,On-time,0,9922.592037664605,0
SMB15565965,Onuoha,72,Male,Married,None,Stable,Active,9,38073.10276669237,Active,1,0,USSD,0,6,0,1,6,Late,1,6467.712888159438,0
SMB15565966,Adebayo,50,Female,Married,Primary,Stable,Active,4,41298.69319079759,Dormant,1,1,App,1,0,2,6,4,On-time,4,1111.913776232689,0
SMB15565967,Olawale,85,Female,Married,Primary,Decreasing,Cleared,5,11608.03779603975,Active,1,0,USSD,0,1,2,10,2,On-time,0,8429.319569539855,1
SMB15565968,Bello,83,Male,Married,Secondary,Increasing,Cleared,6,13915.074595011449,Active,0,0,App,0,7,3,10,5,On-time,2,9666.574372925295,1
SMB15565969,Yusuf,27,Male,Single,Secondary,Stable,Cleared,6,11217.8494746602,Dormant,1,0,None,1,0,1,4,5,On-time,4,7125.084212988676,1
SMB15565970,Onuoha,22,Male,Married,Tertiary,Increasing,Cleared,3,38488.10813691263,Active,0,1,USSD,1,1,1,7,5,On-time,0,4190.680998430703,0
SMB15565971,Abdullahi,91,Female,Married,Secondary,Increasing,Active,3,47447.936867790355,Active,1,0,None,0,0,0,10,1,On-time,3,9484.001753454244,1
SMB15565972,Okafor,55,Male,Married,Secondary,Increasing,Active,5,36125.02312996123,Active,0,0,USSD,1,4,4,13,9,On-time,0,9685.720150491983,0
SMB15565973,Chukwu,30,Female,Single,None,Stable,Cleared,7,44191.87147909824,Active,1,1,USSD,0,6,4,7,6,On-time,4,9351.167434991574,0
SMB15565974,Adebayo,48,Male,Married,None,Decreasing,Defaulted,6,32296.255649275456,Active,1,1,App,1,5,0,13,6,On-time,3,4118.190023100806,0
SMB15565975,Adekunle,64,Female,Married,Secondary,Decreasing,Cleared,6,19995.335127381153,Dormant,1,1,USSD,0,5,4,13,9,On-time,2,7897.0767396884685,0
SMB15565976,Adebayo,69,Female,Single,Primary,Increasing,Cleared,4,21862.319131584954,Dormant,1,1,USSD,0,5,3,3,3,On-time,1,6541.7935903406,1
SMB15565977,Ibrahim,73,Male,Single,Tertiary,Stable,Cleared,7,4690.750176202837,Active,1,0,USSD,1,7,1,12,5,On-time,2,1797.0666588558681,1
SMB15565978,Adebayo,32,Female,Married,None,Decreasing,Cleared,4,2541.4025670552783,Active,1,0,None,1,4,0,3,3,On-time,1,5355.14901677154,1
SMB15565979,Nwachukwu,46,Male,Married,None,Increasing,Active,8,35078.30460526479,Active,1,0,None,0,9,3,14,3,On-time,1,7476.91009128637,0
SMB15565980,Adebayo,25,Female,Single,Primary,Increasing,Cleared,5,22483.01570854785,Active,1,1,USSD,0,6,0,7,5,Late,4,8959.122759653093,0
SMB15565981,Okafor,22,Male,Married,Primary,Stable,Cleared,5,28058.538334676847,Active,0,1,USSD,1,2,1,2,8,Late,3,8625.983704065535,0
SMB15565982,Okafor,46,Female,Single,None,Decreasing,Active,4,28325.4011334984,Dormant,1,0,App,1,8,4,6,6,Late,3,1546.585001854821,0
SMB15565983,Yusuf,64,Female,Married,Secondary,Increasing,Cleared,5,14591.41485333177,Active,0,1,USSD,0,9,3,7,1,Late,0,4880.332464852108,1
SMB15565984,Okonkwo,85,Female,Single,None,Stable,Active,2,24318.733030645042,Active,0,1,App,1,2,1,7,5,Late,2,4782.68629460785,0
SMB15565985,Abdullahi,62,Female,Married,Secondary,Stable,Cleared,3,24067.25086171741,Active,0,1,USSD,0,5,0,10,4,Late,4,8987.370618979223,0
SMB15565986,Adekunle,19,Male,Single,Primary,Decreasing,Active,7,20032.933840164995,Active,0,1,Both,1,2,2,9,5,Late,2,19.373091368668494,1
SMB15565987,Adebayo,44,Male,Single,None,Stable,Defaulted,5,41213.093786652455,Active,1,0,USSD,0,0,3,3,7,Late,0,7387.135376269276,0
SMB15565988,Adebayo,53,Male,Single,Primary,Decreasing,Active,6,23107.0361806922,Active,1,0,USSD,0,0,0,8,7,On-time,0,6186.415165462653,0
SMB15565989,Chukwu,53,Male,Single,Tertiary,Increasing,Cleared,7,30578.581700793402,Active,1,1,USSD,0,2,0,14,2,On-time,4,9215.714731765662,0
SMB15565990,Onuoha,43,Female,Married,Primary,Increasing,Active,2,44880.485898660474,Dormant,1,1,Both,0,3,1,9,8,Late,0,4569.17350331738,1
SMB15565991,Okafor,60,Male,Single,Secondary,Stable,Active,7,43445.447520087204,Active,1,1,USSD,0,1,0,3,5,On-time,4,6576.722498755006,1
SMB15565992,Adekunle,44,Female,Married,None,Stable,Defaulted,5,44630.687985179095,Active,1,1,USSD,0,8,3,7,6,Late,0,9727.470304215423,0
SMB15565993,Yusuf,86,Female,Single,Secondary,Decreasing,Cleared,5,14230.244826785685,Active,0,1,USSD,0,7,3,5,8,On-time,3,7439.037629159087,0
SMB15565994,Olawale,37,Female,Single,Primary,Stable,Active,7,2714.1419270950787,Dormant,1,1,USSD,0,2,0,4,6,On-time,4,673.8397412976738,1
SMB15565995,Okonkwo,28,Male,Single,Secondary,Increasing,Active,6,13792.273194871132,Active,1,0,USSD,1,6,1,14,9,Late,3,1675.3355097267454,0
SMB15565996,Abdullahi,91,Female,Single,Secondary,Stable,Cleared,5,14656.659935414724,Active,1,1,None,0,3,3,3,8,Late,3,8214.51102959748,0
SMB15565997,Bello,55,Female,Single,Tertiary,Stable,Defaulted,0,45558.65600952343,Active,1,1,USSD,1,4,2,4,0,On-time,4,3347.9554097365894,0
SMB15565998,Abdullahi,23,Male,Married,Primary,Stable,Cleared,7,32812.893909060556,Dormant,1,1,USSD,0,3,4,14,0,Late,2,7059.18110598275,1
SMB15565999,Nwachukwu,89,Female,Married,None,Increasing,Active,5,5003.49402050921,Active,0,1,None,0,8,1,12,2,Late,1,6998.23733343828,1
SMB15566000,Ibrahim,40,Female,Married,None,Decreasing,Cleared,5,7633.5512045439555,Active,0,1,USSD,1,6,1,14,8,On-time,0,9937.00523388205,0
SMB15566001,Nwachukwu,64,Male,Married,Tertiary,Stable,Active,6,8628.130151556794,Active,1,1,None,1,3,4,10,0,On-time,0,4698.727236363408,1
SMB15566002,Adebayo,63,Male,Married,Secondary,Stable,Active,8,31890.665660277235,Active,1,1,Both,0,7,4,0,0,On-time,2,7378.323605059231,1
SMB15566003,Sule,29,Male,Single,Secondary,Stable,Cleared,4,37035.28724984315,Active,1,1,USSD,0,1,3,6,4,On-time,1,487.52877286102336,1
SMB15566004,Okonkwo,30,Male,Married,Primary,Increasing,Defaulted,6,43122.55161770441,Active,0,1,App,1,6,0,7,7,On-time,2,4625.910206930886,0
SMB15566005,Ibrahim,79,Male,Divorced,Primary,Stable,Cleared,4,47091.190989505914,Dormant,0,1,USSD,1,0,0,11,1,On-time,1,1866.8154481713095,0
SMB15566006,Adekunle,77,Male,Married,None,Decreasing,Active,1,10883.523311935647,Dormant,1,1,Both,1,7,2,8,3,On-time,4,8405.715517131768,1
SMB15566007,Bello,60,Male,Married,Tertiary,Increasing,Defaulted,3,16178.851751478403,Active,1,1,USSD,0,5,0,12,5,Late,4,8399.08332016071,0
SMB15566008,Okafor,85,Male,Single,Secondary,Increasing,Defaulted,4,12775.821156496702,Active,1,1,USSD,0,4,2,2,0,On-time,3,2363.644207056953,0
SMB15566009,Okonkwo,22,Female,Married,Tertiary,Stable,Cleared,5,18579.31680584075,Active,0,1,USSD,1,8,2,14,3,On-time,3,3182.851531164682,1
SMB15566010,Okonkwo,54,Male,Married,Primary,Decreasing,Active,4,45818.59026376372,Active,0,1,App,1,8,1,8,3,On-time,4,7024.777844603522,0
SMB15566011,Nwachukwu,89,Female,Married,Secondary,Stable,Active,5,29180.515780028716,Dormant,1,1,USSD,1,2,1,9,8,Late,3,7382.659234122671,0
SMB15566012,Sule,48,Male,Divorced,Secondary,Stable,Active,2,37171.40296890045,Dormant,0,0,USSD,1,8,3,4,8,Late,4,6576.316021143738,0
SMB15566013,Adebayo,26,Male,Single,Primary,Increasing,Defaulted,2,25015.842570212317,Active,1,1,None,1,8,4,9,5,On-time,2,9966.946375261612,1
SMB15566014,Eze,68,Male,Single,Tertiary,Increasing,Active,5,2414.037753470102,Active,1,1,USSD,0,1,4,5,7,Late,0,8686.83211985112,0
SMB15566015,Yusuf,46,Male,Married,Tertiary,Stable,Cleared,5,4145.578813892902,Active,0,1,USSD,0,4,2,0,9,Late,4,4170.588807525225,0
SMB15566016,Nwachukwu,57,Male,Married,Tertiary,Stable,Active,5,27358.228532126403,Dormant,1,1,None,1,1,4,8,3,Late,4,3269.7672154188363,1
SMB15566017,Okonkwo,58,Female,Single,Secondary,Increasing,Cleared,6,36220.662706181254,Dormant,1,1,USSD,0,0,2,8,9,Late,4,5968.497479960804,0
SMB15566018,Adesina,28,Male,Single,Primary,Stable,Active,4,11551.195848907842,Dormant,0,0,USSD,0,6,4,5,7,On-time,3,8176.363358335038,0
SMB15566019,Chukwu,40,Female,Single,Primary,Decreasing,Cleared,9,36373.5691256229,Dormant,0,1,App,0,3,3,7,2,On-time,3,4753.434737365528,0
SMB15566020,Bello,18,Female,Single,Tertiary,Increasing,Cleared,7,40722.622900692106,Active,1,0,None,0,4,1,3,1,On-time,3,7376.926068316395,0
SMB15566021,Yusuf,63,Male,Married,None,Stable,Active,2,21182.97643974345,Dormant,1,1,USSD,0,3,1,4,5,On-time,3,191.60039506042392,0
SMB15566022,Nwachukwu,38,Male,Married,Secondary,Stable,Cleared,3,37574.542409361144,Dormant,1,1,App,1,5,2,4,4,On-time,2,9258.401082981041,0
SMB15566023,Bello,53,Female,Single,Secondary,Stable,Defaulted,4,20797.467566094536,Active,1,1,USSD,0,1,4,6,7,Late,4,7738.347275154524,1
SMB15566024,Chukwu,71,Male,Single,Secondary,Increasing,Cleared,6,34239.18084329598,Active,1,1,USSD,1,7,0,6,0,On-time,2,3941.900867641329,0
SMB15566025,Olawale,74,Male,Single,Tertiary,Increasing,Cleared,7,38435.85541665761,Dormant,1,1,App,0,3,3,6,9,Late,3,3840.123255192921,0
SMB15566026,Chukwu,18,Female,Single,Primary,Stable,Active,4,49604.404297097426,Active,1,0,USSD,0,7,4,4,2,On-time,2,1028.8680774850534,0
SMB15566027,Sule,80,Male,Married,Primary,Increasing,Active,5,17924.43644111621,Dormant,1,0,USSD,1,2,0,3,6,On-time,4,8161.537238825284,0
SMB15566028,Chukwu,71,Female,Divorced,None,Decreasing,Active,5,21140.99824815596,Dormant,0,1,Both,1,4,3,7,9,On-time,4,7686.295092571844,1
SMB15566029,Bello,72,Female,Married,Primary,Stable,Active,3,9115.382911098395,Dormant,1,1,Both,0,2,3,0,3,On-time,3,6302.497075356163,0
SMB15566030,Abdullahi,57,Male,Single,Primary,Decreasing,Active,3,10999.579861688539,Dormant,1,1,USSD,1,6,1,0,9,Late,4,1014.5647214403452,1
SMB15566031,Bello,32,Male,Married,Primary,Stable,Active,7,34976.35512732051,Active,1,0,None,0,2,2,5,4,Late,2,2623.413656370708,0
SMB15566032,Eze,38,Male,Married,Tertiary,Stable,Defaulted,3,45935.23391756933,Dormant,1,0,USSD,1,7,4,1,7,On-time,1,4589.144732646183,0
SMB15566033,Adebayo,64,Male,Married,Tertiary,Stable,Cleared,8,20335.642631400788,Active,0,0,None,0,8,3,11,0,Late,4,2659.7194376422594,0
SMB15566034,Ibrahim,90,Male,Married,None,Stable,Active,8,9812.377894941521,Active,1,0,None,0,1,4,2,0,Late,2,4339.739231529036,0
SMB15566035,Abdullahi,70,Female,Single,Primary,Stable,Active,5,14969.875469766708,Active,0,1,USSD,1,2,3,3,6,On-time,2,2259.5754063765226,0
SMB15566036,Okafor,26,Male,Single,Tertiary,Stable,Cleared,5,23297.53353559879,Active,1,0,Both,1,6,1,13,8,On-time,2,3496.005038060167,0
SMB15566037,Ibrahim,91,Male,Single,None,Decreasing,Active,3,15241.866138903051,Active,1,1,App,0,4,2,1,3,On-time,4,6522.968835966276,0
